id,amount,category,ts,tier,date,hour,day_of_week,amount_z
8516,40.43,A,2024-12-20 20:00:00,low,2024-12-20,20,Friday,-1.9723
8517,100.1,B,2024-12-20 21:00:00,high,2024-12-20,21,Friday,0.0112
8518,102.88,B,2024-12-20 22:00:00,high,2024-12-20,22,Friday,0.1036
8519,112.13,C,2024-12-20 23:00:00,high,2024-12-20,23,Friday,0.4111
8520,83.83,C,2024-12-21 00:00:00,medium,2024-12-21,0,Saturday,-0.5296
8521,72.46,B,2024-12-21 01:00:00,medium,2024-12-21,1,Saturday,-0.9076
8522,99.78,B,2024-12-21 02:00:00,medium,2024-12-21,2,Saturday,0.0006
8524,146.53,A,2024-12-21 04:00:00,high,2024-12-21,4,Saturday,1.5546
8525,90.27,C,2024-12-21 05:00:00,medium,2024-12-21,5,Saturday,-0.3155
8526,98.4,C,2024-12-21 06:00:00,medium,2024-12-21,6,Saturday,-0.0453
8527,174.26,A,2024-12-21 07:00:00,premium,2024-12-21,7,Saturday,2.4764
8529,116.68,C,2024-12-21 09:00:00,high,2024-12-21,9,Saturday,0.5624
8530,119.39,C,2024-12-21 10:00:00,high,2024-12-21,10,Saturday,0.6524
8531,121.94,A,2024-12-21 11:00:00,high,2024-12-21,11,Saturday,0.7372
8532,108.68,A,2024-12-21 12:00:00,high,2024-12-21,12,Saturday,0.2964
8533,105.82,B,2024-12-21 13:00:00,high,2024-12-21,13,Saturday,0.2014
8534,103.01,A,2024-12-21 14:00:00,high,2024-12-21,14,Saturday,0.1079
8535,82.72,A,2024-12-21 15:00:00,medium,2024-12-21,15,Saturday,-0.5665
8536,109.77,B,2024-12-21 16:00:00,high,2024-12-21,16,Saturday,0.3327
8537,160.86,A,2024-12-21 17:00:00,premium,2024-12-21,17,Saturday,2.0309
8538,136.32,C,2024-12-21 18:00:00,high,2024-12-21,18,Saturday,1.2152
8539,109.12,B,2024-12-21 19:00:00,high,2024-12-21,19,Saturday,0.3111
8540,125.67,A,2024-12-21 20:00:00,high,2024-12-21,20,Saturday,0.8612
8541,73.92,B,2024-12-21 21:00:00,medium,2024-12-21,21,Saturday,-0.859
8542,92.18,A,2024-12-21 22:00:00,medium,2024-12-21,22,Saturday,-0.2521
8543,128.44,A,2024-12-21 23:00:00,high,2024-12-21,23,Saturday,0.9533
8544,144.62,B,2024-12-22 00:00:00,high,2024-12-22,0,Sunday,1.4911
8545,76.87,B,2024-12-22 01:00:00,medium,2024-12-22,1,Sunday,-0.761
8546,85.49,A,2024-12-22 02:00:00,medium,2024-12-22,2,Sunday,-0.4744
8547,165.44,B,2024-12-22 03:00:00,premium,2024-12-22,3,Sunday,2.1832
8548,102.89,A,2024-12-22 04:00:00,high,2024-12-22,4,Sunday,0.104
8549,154.7,B,2024-12-22 05:00:00,premium,2024-12-22,5,Sunday,1.8262
8550,106.21,A,2024-12-22 06:00:00,high,2024-12-22,6,Sunday,0.2143
8551,107.39,C,2024-12-22 07:00:00,high,2024-12-22,7,Sunday,0.2535
8552,90.84,B,2024-12-22 08:00:00,medium,2024-12-22,8,Sunday,-0.2966
8553,128.28,A,2024-12-22 09:00:00,high,2024-12-22,9,Sunday,0.948
8554,140.73,B,2024-12-22 10:00:00,high,2024-12-22,10,Sunday,1.3618
8555,68.95,C,2024-12-22 11:00:00,medium,2024-12-22,11,Sunday,-1.0242
8556,89.43,A,2024-12-22 12:00:00,medium,2024-12-22,12,Sunday,-0.3435
8557,127.45,B,2024-12-22 13:00:00,high,2024-12-22,13,Sunday,0.9204
8558,96.11,C,2024-12-22 14:00:00,medium,2024-12-22,14,Sunday,-0.1214
8559,85.2,A,2024-12-22 15:00:00,medium,2024-12-22,15,Sunday,-0.4841
8561,133.1,B,2024-12-22 17:00:00,high,2024-12-22,17,Sunday,1.1082
8562,86.51,C,2024-12-22 18:00:00,medium,2024-12-22,18,Sunday,-0.4405
8563,106.37,C,2024-12-22 19:00:00,high,2024-12-22,19,Sunday,0.2196
8565,73.14,B,2024-12-22 21:00:00,medium,2024-12-22,21,Sunday,-0.885
8566,103.72,C,2024-12-22 22:00:00,high,2024-12-22,22,Sunday,0.1316
8567,100.94,A,2024-12-22 23:00:00,high,2024-12-22,23,Sunday,0.0391
8568,70.99,A,2024-12-23 00:00:00,medium,2024-12-23,0,Monday,-0.9564
8569,78.52,C,2024-12-23 01:00:00,medium,2024-12-23,1,Monday,-0.7061
8570,68.05,A,2024-12-23 02:00:00,medium,2024-12-23,2,Monday,-1.0542
8571,113.65,C,2024-12-23 03:00:00,high,2024-12-23,3,Monday,0.4616
8572,40.97,A,2024-12-23 04:00:00,low,2024-12-23,4,Monday,-1.9543
8573,69.65,A,2024-12-23 05:00:00,medium,2024-12-23,5,Monday,-1.001
8574,44.11,A,2024-12-23 06:00:00,low,2024-12-23,6,Monday,-1.8499
8575,112.57,B,2024-12-23 07:00:00,high,2024-12-23,7,Monday,0.4257
8576,45.92,A,2024-12-23 08:00:00,low,2024-12-23,8,Monday,-1.7898
8577,100.95,A,2024-12-23 09:00:00,high,2024-12-23,9,Monday,0.0395
8579,150.2,C,2024-12-23 11:00:00,premium,2024-12-23,11,Monday,1.6766
8580,45.82,C,2024-12-23 12:00:00,low,2024-12-23,12,Monday,-1.7931
8581,108.95,A,2024-12-23 13:00:00,high,2024-12-23,13,Monday,0.3054
8582,70.33,A,2024-12-23 14:00:00,medium,2024-12-23,14,Monday,-0.9784
8583,64.21,B,2024-12-23 15:00:00,medium,2024-12-23,15,Monday,-1.1818
8584,96.6,A,2024-12-23 16:00:00,medium,2024-12-23,16,Monday,-0.1051
8585,136.85,B,2024-12-23 17:00:00,high,2024-12-23,17,Monday,1.2328
8587,78.55,A,2024-12-23 19:00:00,medium,2024-12-23,19,Monday,-0.7051
8589,32.69,A,2024-12-23 21:00:00,low,2024-12-23,21,Monday,-2.2296
8590,77.41,A,2024-12-23 22:00:00,medium,2024-12-23,22,Monday,-0.743
8591,75.28,A,2024-12-23 23:00:00,medium,2024-12-23,23,Monday,-0.8138
8593,93.92,B,2024-12-24 01:00:00,medium,2024-12-24,1,Tuesday,-0.1942
8594,95.76,C,2024-12-24 02:00:00,medium,2024-12-24,2,Tuesday,-0.133
8595,94.76,A,2024-12-24 03:00:00,medium,2024-12-24,3,Tuesday,-0.1663
8596,100.67,C,2024-12-24 04:00:00,high,2024-12-24,4,Tuesday,0.0302
8597,116.2,B,2024-12-24 05:00:00,high,2024-12-24,5,Tuesday,0.5464
8598,104.48,B,2024-12-24 06:00:00,high,2024-12-24,6,Tuesday,0.1568
8599,91.47,C,2024-12-24 07:00:00,medium,2024-12-24,7,Tuesday,-0.2757
8600,112.05,C,2024-12-24 08:00:00,high,2024-12-24,8,Tuesday,0.4084
8601,124.78,B,2024-12-24 09:00:00,high,2024-12-24,9,Tuesday,0.8316
8602,83.32,A,2024-12-24 10:00:00,medium,2024-12-24,10,Tuesday,-0.5466
8603,98.22,C,2024-12-24 11:00:00,medium,2024-12-24,11,Tuesday,-0.0513
8604,134.86,A,2024-12-24 12:00:00,high,2024-12-24,12,Tuesday,1.1667
8606,154.14,A,2024-12-24 14:00:00,premium,2024-12-24,14,Tuesday,1.8076
8607,59.83,A,2024-12-24 15:00:00,medium,2024-12-24,15,Tuesday,-1.3274
8608,89.64,A,2024-12-24 16:00:00,medium,2024-12-24,16,Tuesday,-0.3365
8609,71.49,B,2024-12-24 17:00:00,medium,2024-12-24,17,Tuesday,-0.9398
8610,165.64,A,2024-12-24 18:00:00,premium,2024-12-24,18,Tuesday,2.1898
8611,84.9,C,2024-12-24 19:00:00,medium,2024-12-24,19,Tuesday,-0.494
8612,84.97,B,2024-12-24 20:00:00,medium,2024-12-24,20,Tuesday,-0.4917
8613,88.88,A,2024-12-24 21:00:00,medium,2024-12-24,21,Tuesday,-0.3617
8614,102.87,B,2024-12-24 22:00:00,high,2024-12-24,22,Tuesday,0.1033
8615,90.15,C,2024-12-24 23:00:00,medium,2024-12-24,23,Tuesday,-0.3195
8616,96.01,C,2024-12-25 00:00:00,medium,2024-12-25,0,Wednesday,-0.1247
8619,100.53,A,2024-12-25 03:00:00,high,2024-12-25,3,Wednesday,0.0255
8620,131.16,B,2024-12-25 04:00:00,high,2024-12-25,4,Wednesday,1.0437
8621,139.27,C,2024-12-25 05:00:00,high,2024-12-25,5,Wednesday,1.3133
8622,94.37,B,2024-12-25 06:00:00,medium,2024-12-25,6,Wednesday,-0.1793
8623,124.49,A,2024-12-25 07:00:00,high,2024-12-25,7,Wednesday,0.822
8624,66.95,B,2024-12-25 08:00:00,medium,2024-12-25,8,Wednesday,-1.0907
8625,123.02,A,2024-12-25 09:00:00,high,2024-12-25,9,Wednesday,0.7731
8626,82.83,A,2024-12-25 10:00:00,medium,2024-12-25,10,Wednesday,-0.5629
8627,64.46,A,2024-12-25 11:00:00,medium,2024-12-25,11,Wednesday,-1.1735
8628,94.43,C,2024-12-25 12:00:00,medium,2024-12-25,12,Wednesday,-0.1773
8629,142.01,A,2024-12-25 13:00:00,high,2024-12-25,13,Wednesday,1.4044
8630,105.43,B,2024-12-25 14:00:00,high,2024-12-25,14,Wednesday,0.1884
8632,77.54,C,2024-12-25 16:00:00,medium,2024-12-25,16,Wednesday,-0.7387
8633,131.44,B,2024-12-25 17:00:00,high,2024-12-25,17,Wednesday,1.053
8634,80.44,B,2024-12-25 18:00:00,medium,2024-12-25,18,Wednesday,-0.6423
8635,106.76,A,2024-12-25 19:00:00,high,2024-12-25,19,Wednesday,0.2326
8636,106.5,B,2024-12-25 20:00:00,high,2024-12-25,20,Wednesday,0.224
8637,119.84,A,2024-12-25 21:00:00,high,2024-12-25,21,Wednesday,0.6674
8638,107.52,A,2024-12-25 22:00:00,high,2024-12-25,22,Wednesday,0.2579
8639,77.82,A,2024-12-25 23:00:00,medium,2024-12-25,23,Wednesday,-0.7294
8640,126.41,B,2024-12-26 00:00:00,high,2024-12-26,0,Thursday,0.8858
8641,151.95,A,2024-12-26 01:00:00,premium,2024-12-26,1,Thursday,1.7348
8642,82.49,A,2024-12-26 02:00:00,medium,2024-12-26,2,Thursday,-0.5742
8643,44.94,C,2024-12-26 03:00:00,low,2024-12-26,3,Thursday,-1.8224
8644,114.98,A,2024-12-26 04:00:00,high,2024-12-26,4,Thursday,0.5058
8645,90.06,C,2024-12-26 05:00:00,medium,2024-12-26,5,Thursday,-0.3225
8646,96.07,B,2024-12-26 06:00:00,medium,2024-12-26,6,Thursday,-0.1227
8647,116.69,B,2024-12-26 07:00:00,high,2024-12-26,7,Thursday,0.5627
8648,86.31,A,2024-12-26 08:00:00,medium,2024-12-26,8,Thursday,-0.4472
8649,91.93,A,2024-12-26 09:00:00,medium,2024-12-26,9,Thursday,-0.2604
8650,97.0,C,2024-12-26 10:00:00,medium,2024-12-26,10,Thursday,-0.0918
8651,144.09,B,2024-12-26 11:00:00,high,2024-12-26,11,Thursday,1.4735
8652,100.9,A,2024-12-26 12:00:00,high,2024-12-26,12,Thursday,0.0378
8653,62.93,A,2024-12-26 13:00:00,medium,2024-12-26,13,Thursday,-1.2244
8654,64.12,B,2024-12-26 14:00:00,medium,2024-12-26,14,Thursday,-1.1848
8655,104.18,A,2024-12-26 15:00:00,high,2024-12-26,15,Thursday,0.1468
8656,66.12,B,2024-12-26 16:00:00,medium,2024-12-26,16,Thursday,-1.1183
8657,53.13,B,2024-12-26 17:00:00,medium,2024-12-26,17,Thursday,-1.5501
8658,119.07,B,2024-12-26 18:00:00,high,2024-12-26,18,Thursday,0.6418
8659,120.53,C,2024-12-26 19:00:00,high,2024-12-26,19,Thursday,0.6903
8660,88.96,B,2024-12-26 20:00:00,medium,2024-12-26,20,Thursday,-0.3591
8661,108.81,C,2024-12-26 21:00:00,high,2024-12-26,21,Thursday,0.3007
8662,105.64,B,2024-12-26 22:00:00,high,2024-12-26,22,Thursday,0.1954
8663,118.07,B,2024-12-26 23:00:00,high,2024-12-26,23,Thursday,0.6086
8664,118.14,B,2024-12-27 00:00:00,high,2024-12-27,0,Friday,0.6109
8665,21.83,B,2024-12-27 01:00:00,low,2024-12-27,1,Friday,-2.5906
8666,92.79,A,2024-12-27 02:00:00,medium,2024-12-27,2,Friday,-0.2318
8669,101.09,A,2024-12-27 05:00:00,high,2024-12-27,5,Friday,0.0441
8670,122.52,B,2024-12-27 06:00:00,high,2024-12-27,6,Friday,0.7565
8671,102.43,C,2024-12-27 07:00:00,high,2024-12-27,7,Friday,0.0887
8673,133.81,B,2024-12-27 09:00:00,high,2024-12-27,9,Friday,1.1318
8674,96.44,A,2024-12-27 10:00:00,medium,2024-12-27,10,Friday,-0.1104
8675,94.06,B,2024-12-27 11:00:00,medium,2024-12-27,11,Friday,-0.1896
8676,14.49,A,2024-12-27 12:00:00,low,2024-12-27,12,Friday,-2.8345
8677,90.2,B,2024-12-27 13:00:00,medium,2024-12-27,13,Friday,-0.3179
8678,59.4,B,2024-12-27 14:00:00,medium,2024-12-27,14,Friday,-1.3417
8679,106.64,B,2024-12-27 15:00:00,high,2024-12-27,15,Friday,0.2286
8680,104.59,A,2024-12-27 16:00:00,high,2024-12-27,16,Friday,0.1605
8681,120.88,B,2024-12-27 17:00:00,high,2024-12-27,17,Friday,0.702
8682,141.9,B,2024-12-27 18:00:00,high,2024-12-27,18,Friday,1.4007
8683,99.21,A,2024-12-27 19:00:00,medium,2024-12-27,19,Friday,-0.0184
8684,168.41,A,2024-12-27 20:00:00,premium,2024-12-27,20,Friday,2.2819
8685,106.97,A,2024-12-27 21:00:00,high,2024-12-27,21,Friday,0.2396
8686,60.69,C,2024-12-27 22:00:00,medium,2024-12-27,22,Friday,-1.2988
8687,83.14,B,2024-12-27 23:00:00,medium,2024-12-27,23,Friday,-0.5525
8688,88.82,B,2024-12-28 00:00:00,medium,2024-12-28,0,Saturday,-0.3637
8689,117.76,B,2024-12-28 01:00:00,high,2024-12-28,1,Saturday,0.5983
8690,71.58,C,2024-12-28 02:00:00,medium,2024-12-28,2,Saturday,-0.9368
8691,91.06,B,2024-12-28 03:00:00,medium,2024-12-28,3,Saturday,-0.2893
8692,95.17,A,2024-12-28 04:00:00,medium,2024-12-28,4,Saturday,-0.1527
8693,86.56,A,2024-12-28 05:00:00,medium,2024-12-28,5,Saturday,-0.4389
8694,124.34,A,2024-12-28 06:00:00,high,2024-12-28,6,Saturday,0.817
8695,119.24,C,2024-12-28 07:00:00,high,2024-12-28,7,Saturday,0.6475
8696,135.0,B,2024-12-28 08:00:00,high,2024-12-28,8,Saturday,1.1713
8697,90.07,C,2024-12-28 09:00:00,medium,2024-12-28,9,Saturday,-0.3222
8698,136.08,C,2024-12-28 10:00:00,high,2024-12-28,10,Saturday,1.2072
8699,59.08,C,2024-12-28 11:00:00,medium,2024-12-28,11,Saturday,-1.3523
8701,63.59,B,2024-12-28 13:00:00,medium,2024-12-28,13,Saturday,-1.2024
8702,100.28,A,2024-12-28 14:00:00,high,2024-12-28,14,Saturday,0.0172
8703,136.07,A,2024-12-28 15:00:00,high,2024-12-28,15,Saturday,1.2069
8704,81.94,B,2024-12-28 16:00:00,medium,2024-12-28,16,Saturday,-0.5924
8705,85.7,C,2024-12-28 17:00:00,medium,2024-12-28,17,Saturday,-0.4675
8706,93.52,B,2024-12-28 18:00:00,medium,2024-12-28,18,Saturday,-0.2075
8707,117.18,A,2024-12-28 19:00:00,high,2024-12-28,19,Saturday,0.579
8708,85.67,C,2024-12-28 20:00:00,medium,2024-12-28,20,Saturday,-0.4684
8709,84.0,B,2024-12-28 21:00:00,medium,2024-12-28,21,Saturday,-0.524
8710,59.64,A,2024-12-28 22:00:00,medium,2024-12-28,22,Saturday,-1.3337
8711,82.85,C,2024-12-28 23:00:00,medium,2024-12-28,23,Saturday,-0.5622
8712,135.32,B,2024-12-29 00:00:00,high,2024-12-29,0,Sunday,1.182
8713,102.73,A,2024-12-29 01:00:00,high,2024-12-29,1,Sunday,0.0986
8714,77.8,A,2024-12-29 02:00:00,medium,2024-12-29,2,Sunday,-0.7301
8715,137.08,B,2024-12-29 03:00:00,high,2024-12-29,3,Sunday,1.2405
8716,82.44,B,2024-12-29 04:00:00,medium,2024-12-29,4,Sunday,-0.5758
8717,142.6,A,2024-12-29 05:00:00,high,2024-12-29,5,Sunday,1.424
8718,142.11,B,2024-12-29 06:00:00,high,2024-12-29,6,Sunday,1.4077
8719,101.68,B,2024-12-29 07:00:00,high,2024-12-29,7,Sunday,0.0637
8720,55.04,A,2024-12-29 08:00:00,medium,2024-12-29,8,Sunday,-1.4866
8721,168.69,B,2024-12-29 09:00:00,premium,2024-12-29,9,Sunday,2.2912
8722,111.62,B,2024-12-29 10:00:00,high,2024-12-29,10,Sunday,0.3942
8723,90.28,A,2024-12-29 11:00:00,medium,2024-12-29,11,Sunday,-0.3152
8724,128.68,A,2024-12-29 12:00:00,high,2024-12-29,12,Sunday,0.9612
8725,121.07,A,2024-12-29 13:00:00,high,2024-12-29,13,Sunday,0.7083
8726,139.33,B,2024-12-29 14:00:00,high,2024-12-29,14,Sunday,1.3153
8727,80.13,C,2024-12-29 15:00:00,medium,2024-12-29,15,Sunday,-0.6526
8728,109.55,B,2024-12-29 16:00:00,high,2024-12-29,16,Sunday,0.3253
8730,119.99,A,2024-12-29 18:00:00,high,2024-12-29,18,Sunday,0.6724
8731,99.31,B,2024-12-29 19:00:00,medium,2024-12-29,19,Sunday,-0.015
8732,108.43,B,2024-12-29 20:00:00,high,2024-12-29,20,Sunday,0.2881
8733,95.61,C,2024-12-29 21:00:00,medium,2024-12-29,21,Sunday,-0.138
8734,92.47,C,2024-12-29 22:00:00,medium,2024-12-29,22,Sunday,-0.2424
8735,73.95,B,2024-12-29 23:00:00,medium,2024-12-29,23,Sunday,-0.858
8736,123.71,B,2024-12-30 00:00:00,high,2024-12-30,0,Monday,0.796
8740,112.97,A,2024-12-30 04:00:00,high,2024-12-30,4,Monday,0.439
8741,100.24,A,2024-12-30 05:00:00,high,2024-12-30,5,Monday,0.0159
8742,54.2,B,2024-12-30 06:00:00,medium,2024-12-30,6,Monday,-1.5145
8743,60.95,C,2024-12-30 07:00:00,medium,2024-12-30,7,Monday,-1.2902
8744,76.57,A,2024-12-30 08:00:00,medium,2024-12-30,8,Monday,-0.7709
8745,35.83,A,2024-12-30 09:00:00,low,2024-12-30,9,Monday,-2.1252
8746,142.24,B,2024-12-30 10:00:00,high,2024-12-30,10,Monday,1.412
8747,111.03,A,2024-12-30 11:00:00,high,2024-12-30,11,Monday,0.3745
8749,34.29,A,2024-12-30 13:00:00,low,2024-12-30,13,Monday,-2.1764
8750,45.28,C,2024-12-30 14:00:00,low,2024-12-30,14,Monday,-1.8111
8751,99.93,A,2024-12-30 15:00:00,medium,2024-12-30,15,Monday,0.0056
8752,159.11,B,2024-12-30 16:00:00,premium,2024-12-30,16,Monday,1.9728
8753,79.04,B,2024-12-30 17:00:00,medium,2024-12-30,17,Monday,-0.6888
8754,125.91,A,2024-12-30 18:00:00,high,2024-12-30,18,Monday,0.8692
8755,85.6,B,2024-12-30 19:00:00,medium,2024-12-30,19,Monday,-0.4708
8756,101.66,C,2024-12-30 20:00:00,high,2024-12-30,20,Monday,0.0631
8757,136.44,B,2024-12-30 21:00:00,high,2024-12-30,21,Monday,1.2192
8758,89.62,A,2024-12-30 22:00:00,medium,2024-12-30,22,Monday,-0.3371
8759,79.3,C,2024-12-30 23:00:00,medium,2024-12-30,23,Monday,-0.6802
8760,142.54,A,2024-12-31 00:00:00,high,2024-12-31,0,Tuesday,1.422
8761,101.37,B,2024-12-31 01:00:00,high,2024-12-31,1,Tuesday,0.0534
8762,132.74,B,2024-12-31 02:00:00,high,2024-12-31,2,Tuesday,1.0962
8763,79.44,B,2024-12-31 03:00:00,medium,2024-12-31,3,Tuesday,-0.6755
8764,142.2,A,2024-12-31 04:00:00,high,2024-12-31,4,Tuesday,1.4107
8765,108.21,A,2024-12-31 05:00:00,high,2024-12-31,5,Tuesday,0.2808
8766,113.04,A,2024-12-31 06:00:00,high,2024-12-31,6,Tuesday,0.4414
8767,103.95,B,2024-12-31 07:00:00,high,2024-12-31,7,Tuesday,0.1392
8768,84.84,B,2024-12-31 08:00:00,medium,2024-12-31,8,Tuesday,-0.496
8769,99.95,B,2024-12-31 09:00:00,medium,2024-12-31,9,Tuesday,0.0062
8770,86.72,A,2024-12-31 10:00:00,medium,2024-12-31,10,Tuesday,-0.4335
8771,128.79,A,2024-12-31 11:00:00,high,2024-12-31,11,Tuesday,0.9649
8772,93.91,B,2024-12-31 12:00:00,medium,2024-12-31,12,Tuesday,-0.1945
8773,55.1,B,2024-12-31 13:00:00,medium,2024-12-31,13,Tuesday,-1.4846
8774,49.62,C,2024-12-31 14:00:00,low,2024-12-31,14,Tuesday,-1.6668
8775,48.2,A,2024-12-31 15:00:00,low,2024-12-31,15,Tuesday,-1.714
8776,118.54,A,2024-12-31 16:00:00,high,2024-12-31,16,Tuesday,0.6242
8777,65.45,A,2024-12-31 17:00:00,medium,2024-12-31,17,Tuesday,-1.1406
8778,109.0,B,2024-12-31 18:00:00,high,2024-12-31,18,Tuesday,0.3071
8779,104.1,B,2024-12-31 19:00:00,high,2024-12-31,19,Tuesday,0.1442
8780,98.06,A,2024-12-31 20:00:00,medium,2024-12-31,20,Tuesday,-0.0566
8781,113.15,A,2024-12-31 21:00:00,high,2024-12-31,21,Tuesday,0.445
8782,104.75,B,2024-12-31 22:00:00,high,2024-12-31,22,Tuesday,0.1658
8783,18.71,A,2024-12-31 23:00:00,low,2024-12-31,23,Tuesday,-2.6943
8784,90.29,B,2025-01-01 00:00:00,medium,2025-01-01,0,Wednesday,-0.3149
8785,112.75,A,2025-01-01 01:00:00,high,2025-01-01,1,Wednesday,0.4317
8786,149.21,A,2025-01-01 02:00:00,high,2025-01-01,2,Wednesday,1.6437
8787,150.59,A,2025-01-01 03:00:00,premium,2025-01-01,3,Wednesday,1.6896
8789,89.51,A,2025-01-01 05:00:00,medium,2025-01-01,5,Wednesday,-0.3408
8790,53.02,A,2025-01-01 06:00:00,medium,2025-01-01,6,Wednesday,-1.5538
8791,145.6,C,2025-01-01 07:00:00,high,2025-01-01,7,Wednesday,1.5237
8792,130.39,A,2025-01-01 08:00:00,high,2025-01-01,8,Wednesday,1.0181
8793,110.52,A,2025-01-01 09:00:00,high,2025-01-01,9,Wednesday,0.3576
8794,104.98,A,2025-01-01 10:00:00,high,2025-01-01,10,Wednesday,0.1734
8795,141.42,B,2025-01-01 11:00:00,high,2025-01-01,11,Wednesday,1.3847
8796,136.34,B,2025-01-01 12:00:00,high,2025-01-01,12,Wednesday,1.2159
8797,134.74,C,2025-01-01 13:00:00,high,2025-01-01,13,Wednesday,1.1627
8798,113.7,C,2025-01-01 14:00:00,high,2025-01-01,14,Wednesday,0.4633
8799,89.52,B,2025-01-01 15:00:00,medium,2025-01-01,15,Wednesday,-0.3405
8800,123.01,A,2025-01-01 16:00:00,high,2025-01-01,16,Wednesday,0.7728
8801,124.48,C,2025-01-01 17:00:00,high,2025-01-01,17,Wednesday,0.8216
8802,94.28,C,2025-01-01 18:00:00,medium,2025-01-01,18,Wednesday,-0.1822
8803,89.46,C,2025-01-01 19:00:00,medium,2025-01-01,19,Wednesday,-0.3425
8804,134.0,A,2025-01-01 20:00:00,high,2025-01-01,20,Wednesday,1.1381
8805,149.92,B,2025-01-01 21:00:00,high,2025-01-01,21,Wednesday,1.6673
8806,77.52,C,2025-01-01 22:00:00,medium,2025-01-01,22,Wednesday,-0.7394
8808,110.53,A,2025-01-02 00:00:00,high,2025-01-02,0,Thursday,0.3579
8809,114.6,C,2025-01-02 01:00:00,high,2025-01-02,1,Thursday,0.4932
8810,84.33,B,2025-01-02 02:00:00,medium,2025-01-02,2,Thursday,-0.513
8811,156.51,C,2025-01-02 03:00:00,premium,2025-01-02,3,Thursday,1.8863
8812,112.66,B,2025-01-02 04:00:00,high,2025-01-02,4,Thursday,0.4287
8813,115.94,C,2025-01-02 05:00:00,high,2025-01-02,5,Thursday,0.5378
8814,152.77,A,2025-01-02 06:00:00,premium,2025-01-02,6,Thursday,1.762
8815,86.53,A,2025-01-02 07:00:00,medium,2025-01-02,7,Thursday,-0.4399
8816,97.35,A,2025-01-02 08:00:00,medium,2025-01-02,8,Thursday,-0.0802
8817,62.4,C,2025-01-02 09:00:00,medium,2025-01-02,9,Thursday,-1.242
8818,94.83,A,2025-01-02 10:00:00,medium,2025-01-02,10,Thursday,-0.164
8819,55.33,B,2025-01-02 11:00:00,medium,2025-01-02,11,Thursday,-1.477
8821,112.6,C,2025-01-02 13:00:00,high,2025-01-02,13,Thursday,0.4267
8822,91.69,B,2025-01-02 14:00:00,medium,2025-01-02,14,Thursday,-0.2683
8823,96.99,C,2025-01-02 15:00:00,medium,2025-01-02,15,Thursday,-0.0922
8824,122.84,A,2025-01-02 16:00:00,high,2025-01-02,16,Thursday,0.7671
8825,65.93,B,2025-01-02 17:00:00,medium,2025-01-02,17,Thursday,-1.1246
8826,106.13,B,2025-01-02 18:00:00,high,2025-01-02,18,Thursday,0.2117
8827,120.99,C,2025-01-02 19:00:00,high,2025-01-02,19,Thursday,0.7056
8828,46.53,A,2025-01-02 20:00:00,low,2025-01-02,20,Thursday,-1.7695
8829,120.55,A,2025-01-02 21:00:00,high,2025-01-02,21,Thursday,0.691
8830,49.78,B,2025-01-02 22:00:00,low,2025-01-02,22,Thursday,-1.6615
8831,96.47,B,2025-01-02 23:00:00,medium,2025-01-02,23,Thursday,-0.1094
8832,65.1,C,2025-01-03 00:00:00,medium,2025-01-03,0,Friday,-1.1522
8833,142.94,B,2025-01-03 01:00:00,high,2025-01-03,1,Friday,1.4353
8835,50.49,B,2025-01-03 03:00:00,medium,2025-01-03,3,Friday,-1.6379
8836,104.0,C,2025-01-03 04:00:00,high,2025-01-03,4,Friday,0.1409
8837,87.59,C,2025-01-03 05:00:00,medium,2025-01-03,5,Friday,-0.4046
8838,54.86,A,2025-01-03 06:00:00,medium,2025-01-03,6,Friday,-1.4926
8839,115.77,A,2025-01-03 07:00:00,high,2025-01-03,7,Friday,0.5321
8840,40.26,C,2025-01-03 08:00:00,low,2025-01-03,8,Friday,-1.9779
8841,68.91,A,2025-01-03 09:00:00,medium,2025-01-03,9,Friday,-1.0256
8842,82.74,B,2025-01-03 10:00:00,medium,2025-01-03,10,Friday,-0.5658
8843,124.07,A,2025-01-03 11:00:00,high,2025-01-03,11,Friday,0.808
8844,138.86,C,2025-01-03 12:00:00,high,2025-01-03,12,Friday,1.2996
8845,133.08,A,2025-01-03 13:00:00,high,2025-01-03,13,Friday,1.1075
8846,95.4,B,2025-01-03 14:00:00,medium,2025-01-03,14,Friday,-0.145
8847,27.18,B,2025-01-03 15:00:00,low,2025-01-03,15,Friday,-2.4127
8848,111.73,A,2025-01-03 16:00:00,high,2025-01-03,16,Friday,0.3978
8849,144.12,B,2025-01-03 17:00:00,high,2025-01-03,17,Friday,1.4745
8850,137.01,C,2025-01-03 18:00:00,high,2025-01-03,18,Friday,1.2381
8851,113.89,B,2025-01-03 19:00:00,high,2025-01-03,19,Friday,0.4696
8853,84.24,C,2025-01-03 21:00:00,medium,2025-01-03,21,Friday,-0.516
8854,158.01,B,2025-01-03 22:00:00,premium,2025-01-03,22,Friday,1.9362
8855,57.5,B,2025-01-03 23:00:00,medium,2025-01-03,23,Friday,-1.4048
8857,128.28,B,2025-01-04 01:00:00,high,2025-01-04,1,Saturday,0.948
8858,87.07,B,2025-01-04 02:00:00,medium,2025-01-04,2,Saturday,-0.4219
8859,64.55,C,2025-01-04 03:00:00,medium,2025-01-04,3,Saturday,-1.1705
8861,113.83,B,2025-01-04 05:00:00,high,2025-01-04,5,Saturday,0.4676
